DialogueID_Train,Dev,Test
17,16,18
17,16,18
17,16,19
18,16,20
18,16,20
18,17,20
18,17,20
18,17,20
18,17,20
18,17,20
18,18,20
18,18,21
18,18,21
18,18,21
19,18,21
19,18,21
20,18,21
20,18,21
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,19,22
20,19,22
20,19,22
20,19,22
20,19,22
20,19,22
20,19,22
20,19,22
20,19,22
21,19,22
21,19,22
21,19,22
21,19,22
21,19,22
21,19,22
21,19,22
21,19,23
21,19,23
21,19,23
21,19,24
21,19,24
21,19,24
21,19,24
22,20,25
22,20,25
22,20,25
22,20,25
23,20,25
23,20,25
23,20,25
23,20,25
23,21,25
23,21,25
23,21,25
23,21,25
23,21,25
24,21,25
24,21,25
24,22,25
24,22,25
24,22,26
24,22,27
24,22,27
24,22,28
24,22,28
25,22,28
25,22,28
25,22,28
25,22,28
25,22,28
25,22,28
25,22,28
25,23,28
25,23,28
25,23,28
25,23,28
25,23,28
25,23,28
25,23,28
26,23,28
26,23,29
26,23,29
26,23,29
26,23,29
26,23,29
26,23,29
26,24,29
26,24,29
26,24,29
26,24,29
26,24,29
26,24,29
26,24,29
27,24,30
27,24,30
28,25,30
28,25,30
28,25,30
28,25,30
28,25,31
28,25,32
28,26,32
28,26,32
29,26,32
29,26,32
29,26,32
29,26,32
29,26,32
29,26,32
29,26,32
29,26,32
29,26,32
29,26,32
29,26,33
29,26,33
29,26,33
30,26,33
30,26,33
30,27,33
30,27,33
30,27,33
30,27,33
30,27,33
30,27,33
30,27,34
30,27,34
30,27,34
30,27,34
30,28,34
30,28,34
30,28,34
30,28,34
31,28,34
31,28,34
31,28,34
31,28,34
32,28,34
32,28,34
32,28,34
32,29,34
32,29,34
32,29,34
32,29,34
32,29,35
32,29,35
32,29,35
32,29,35
32,29,35
32,29,36
32,29,36
32,30,37
32,30,37
32,30,37
32,30,37
32,30,37
33,30,37
33,30,37
33,30,37
33,30,38
33,30,38
33,30,38
33,30,38
33,30,38
33,30,39
33,30,39
33,30,39
34,30,39
34,30,39
34,30,39
34,31,39
34,31,39
34,31,39
34,31,39
34,31,39
34,31,39
34,31,40
34,31,40
34,31,41
34,31,41
34,31,41
35,31,41
35,31,41
35,32,41
35,32,41
35,32,41
35,32,41
36,32,41
36,32,41
36,32,41
36,32,41
36,32,42
36,32,42
37,32,42
37,32,42
37,32,42
37,32,42
38,33,42
38,33,42
38,34,42
38,34,43
38,34,43
38,34,43
38,34,43
38,34,43
38,34,43
38,34,43
38,34,44
38,34,44
39,34,44
39,35,44
39,36,45
39,36,45
39,36,45
39,36,45
39,36,45
39,36,45
39,36,45
39,36,45
39,36,45
39,36,46
39,36,46
39,36,46
39,37,46
39,37,46
39,37,46
39,37,46
39,37,46
40,37,46
40,37,47
40,37,47
40,37,47
40,37,47
40,37,47
40,38,47
40,39,47
40,39,47
40,39,47
40,40,47
40,40,47
40,40,47
40,40,47
40,40,47
41,40,48
41,40,48
41,40,48
41,40,48
41,40,48
41,40,48
41,41,48
41,41,49
41,41,49
41,42,49
41,42,49
41,42,49
41,42,49
41,42,49
41,43,49
41,43,49
42,44,49
42,44,49
43,44,49
43,44,49
43,44,49
43,44,49
43,44,49
43,44,49
43,44,50
44,44,50
44,44,50
44,44,50
45,45,51
45,45,51
45,45,51
45,45,52
45,45,52
46,45,52
46,45,52
46,45,52
46,45,52
46,45,52
46,45,52
46,45,52
46,46,52
46,46,52
46,46,52
46,46,53
46,46,53
46,46,53
46,46,53
46,46,53
47,46,53
47,46,53
47,47,53
47,47,53
47,47,53
47,47,53
47,47,53
47,47,53
47,47,54
47,47,54
47,47,54
47,47,54
47,47,54
47,48,54
47,48,54
47,48,54
47,48,54
48,48,54
49,48,54
49,48,54
49,48,55
49,49,55
49,49,55
49,49,56
49,49,56
49,49,56
49,49,56
49,49,56
49,49,56
49,49,56
49,49,56
49,49,56
49,49,56
49,49,56
49,50,56
49,50,57
49,50,57
49,50,57
49,51,57
49,51,57
50,51,57
50,51,58
50,51,58
50,51,58
50,51,58
50,52,58
50,52,58
50,52,58
50,53,58
50,53,58
50,53,58
50,53,58
50,53,58
50,53,58
50,53,58
50,53,58
50,53,58
51,54,58
51,54,59
51,54,59
51,54,59
51,54,60
51,54,60
51,54,60
51,54,60
51,54,60
51,54,60
51,54,60
52,54,61
52,54,61
52,55,61
52,56,62
52,56,62
52,56,63
52,56,63
52,56,64
52,56,64
52,56,64
52,56,64
52,56,64
53,56,64
53,56,64
53,56,64
53,56,64
53,56,64
53,56,64
53,56,64
53,56,64
53,57,64
54,57,64
54,57,64
54,57,64
54,57,65
54,57,65
54,57,65
54,57,65
54,57,65
54,57,65
54,57,65
54,57,65
54,57,65
54,58,65
54,58,65
54,58,66
54,58,66
54,58,66
54,58,66
54,58,66
54,58,67
54,58,67
54,58,67
54,58,67
54,58,68
55,59,68
55,59,68
55,59,68
55,59,68
55,59,68
55,60,68
55,60,68
55,60,68
55,60,68
55,60,68
55,60,68
55,60,68
55,61,68
55,61,68
55,61,69
55,61,69
55,61,69
56,61,69
56,62,69
56,62,69
56,62,70
56,62,70
56,62,70
56,62,70
57,63,70
57,63,70
57,63,70
58,63,70
58,63,70
58,63,70
58,63,70
58,63,70
58,63,70
58,63,70
58,63,70
58,63,70
58,63,70
59,63,70
59,63,70
59,63,70
59,63,70
59,63,70
59,63,70
59,63,71
59,63,71
59,64,71
59,64,71
61,64,71
61,64,71
61,64,71
61,65,71
61,65,71
61,65,71
61,65,71
61,65,71
61,65,71
62,65,71
62,65,72
62,65,72
62,65,72
62,65,72
62,66,72
62,66,72
62,66,72
62,66,72
62,66,72
62,66,72
63,66,72
63,66,72
63,66,72
63,66,72
63,67,72
63,67,72
63,67,72
63,67,73
64,67,73
64,67,73
64,67,73
64,67,73
64,67,73
64,67,73
64,67,73
64,68,73
64,68,73
64,68,73
64,68,74
64,68,74
64,68,74
65,68,74
65,68,74
65,68,75
65,68,75
66,68,75
66,68,75
66,69,75
66,69,75
66,69,76
66,69,76
66,69,76
66,69,76
66,69,76
66,69,76
66,69,76
66,69,76
67,69,76
67,69,76
67,69,76
67,69,76
67,69,76
67,69,76
67,69,76
67,69,76
67,69,76
67,69,76
67,70,76
67,70,77
67,70,77
67,70,77
67,70,77
68,70,77
68,71,78
68,71,78
68,71,78
69,71,78
69,71,78
69,71,78
69,72,78
69,72,78
69,72,78
69,72,78
70,72,79
70,72,79
70,72,80
70,72,80
70,72,80
70,72,80
70,72,80
70,72,80
70,72,80
71,72,80
71,72,80
72,72,80
72,72,81
72,72,81
72,72,82
72,73,83
72,73,83
72,73,83
72,74,83
73,74,83
73,74,83
73,74,83
73,74,83
73,74,83
73,74,83
73,74,83
73,74,84
73,74,84
73,74,84
73,74,85
73,74,85
74,74,85
74,74,85
74,74,85
74,74,85
74,74,86
74,74,86
74,74,86
75,75,86
76,76,86
76,76,86
76,76,86
76,76,86
76,76,87
76,76,87
76,76,88
76,76,88
77,76,88
77,76,88
77,76,88
77,76,88
77,76,88
78,76,88
78,76,88
78,76,88
78,76,88
78,77,88
78,77,88
79,77,88
79,77,89
79,77,89
79,77,89
79,77,90
79,77,90
79,77,90
79,77,90
80,77,90
80,77,90
80,77,91
80,77,92
80,77,92
80,77,92
81,77,92
81,77,92
81,77,92
81,77,93
81,78,93
81,78,93
81,78,93
81,78,93
81,78,93
81,78,93
81,78,93
81,78,93
81,78,93
81,79,93
81,79,93
81,79,93
81,79,94
82,79,94
82,79,94
82,79,95
82,79,95
82,79,95
82,79,95
82,79,95
82,80,95
82,80,95
82,80,95
82,80,95
83,80,95
83,80,95
83,80,95
83,80,95
84,80,95
84,80,95
84,81,95
84,81,95
84,81,95
84,82,95
84,82,95
85,82,96
85,82,96
85,82,96
85,82,96
85,82,96
86,82,96
86,82,96
86,82,96
86,82,96
86,82,96
86,82,96
86,82,96
86,82,96
86,82,96
86,82,96
86,82,96
87,82,96
87,83,96
87,83,96
87,83,96
87,83,96
87,83,97
87,83,97
87,83,97
87,83,97
87,84,97
88,84,97
88,84,97
88,84,97
88,84,97
89,84,97
89,84,97
89,84,97
89,85,98
89,85,98
89,85,98
89,85,98
89,85,98
89,85,98
89,85,98
89,85,98
89,85,98
89,85,98
89,85,98
90,85,98
91,85,99
92,85,99
92,85,99
93,85,99
93,85,99
93,86,99
93,86,99
93,86,99
93,86,99
93,87,99
93,87,100
94,87,100
94,87,100
94,87,100
94,88,100
94,88,100
94,88,100
94,88,100
94,88,100
94,88,100
94,89,100
94,89,100
94,89,100
94,89,100
94,89,100
94,89,100
94,89,100
95,89,100
95,89,100
95,89,100
95,89,101
95,90,101
95,90,101
95,90,101
95,90,102
95,90,102
95,90,102
95,90,102
95,91,102
95,91,102
95,91,102
95,91,102
95,91,102
95,91,102
95,91,103
96,91,103
96,91,103
96,91,103
96,91,103
96,92,103
97,92,104
97,92,104
97,92,104
97,92,105
98,92,105
99,92,105
99,92,106
99,92,106
99,92,106
99,92,106
99,92,107
99,93,107
99,93,107
99,93,107
99,93,107
99,93,107
99,93,107
99,93,107
99,93,107
99,94,107
99,94,107
99,94,107
99,94,107
99,94,108
100,94,108
100,94,108
100,94,108
100,94,108
100,94,108
100,94,108
100,94,108
100,95,109
101,95,109
101,95,109
102,95,109
102,95,109
102,95,109
103,95,109
103,95,109
103,95,110
103,95,110
103,95,110
103,96,110
103,96,110
103,96,110
104,96,110
104,97,110
105,97,110
105,97,111
106,97,111
106,97,111
106,97,111
106,97,111
106,97,111
106,97,111
107,97,111
107,97,111
107,97,111
107,97,111
107,97,111
107,97,111
107,97,111
107,97,111
107,97,112
107,97,112
108,97,112
108,97,112
108,97,112
108,98,112
108,98,112
108,98,112
108,98,112
109,98,112
109,99,112
109,99,112
109,99,112
109,99,112
109,99,112
109,99,112
109,99,112
109,99,112
109,99,112
109,100,112
109,101,112
109,102,112
109,102,113
109,103,113
109,103,113
109,103,113
109,103,113
109,103,113
109,104,113
109,104,113
110,104,113
110,104,113
110,104,113
110,104,113
110,104,113
110,104,113
111,104,113
111,104,113
111,104,113
111,104,114
111,104,114
111,104,114
111,104,114
111,104,114
111,105,114
111,105,115
111,105,115
111,105,115
111,105,115
111,105,115
111,105,115
111,105,116
111,105,116
111,105,116
112,105,116
112,105,116
112,106,116
112,106,116
112,106,116
113,106,116
113,106,116
113,106,116
113,107,116
113,107,117
113,107,117
113,107,117
113,108,117
113,108,117
113,108,117
113,108,117
114,108,117
114,108,117
114,108,118
114,108,118
114,108,118
115,108,118
115,108,118
115,108,118
115,108,118
115,108,118
115,108,118
115,109,118
115,109,118
116,109,118
116,109,119
116,109,119
116,109,119
116,109,119
116,109,119
116,110,119
116,110,119
117,110,120
117,110,120
117,110,120
117,110,120
118,110,120
118,110,120
118,110,120
118,111,120
118,111,120
118,111,120
119,112,120
119,112,120
119,112,120
119,112,120
119,112,120
119,113,120
119,113,120
119,113,120
119,113,120
119,113,121
119,113,121
119,113,121
119,113,121
120,113,121
120,113,121
120,113,122
120,113,122
120,113,122
120,113,122
120,,122
120,,123
120,,123
120,,123
120,,123
120,,123
120,,123
120,,123
121,,123
121,,123
121,,123
121,,123
121,,123
121,,123
121,,123
122,,123
122,,123
122,,124
122,,124
122,,124
122,,124
122,,124
122,,124
122,,124
122,,124
122,,124
122,,124
122,,124
122,,124
122,,124
122,,124
123,,124
123,,125
123,,125
123,,125
123,,125
123,,125
123,,125
123,,125
123,,125
123,,125
123,,125
124,,125
124,,125
124,,125
124,,125
124,,125
124,,125
124,,125
124,,125
124,,125
124,,125
124,,125
124,,125
125,,125
125,,126
125,,126
125,,126
125,,126
125,,126
125,,126
125,,126
126,,126
126,,126
126,,126
126,,126
126,,126
126,,126
126,,126
126,,126
126,,126
126,,127
126,,127
126,,127
126,,127
127,,127
127,,127
127,,128
127,,128
127,,128
128,,128
128,,128
128,,128
128,,128
128,,128
128,,128
128,,128
128,,129
128,,129
128,,129
129,,129
129,,129
129,,129
129,,129
129,,129
129,,130
129,,130
129,,130
129,,130
129,,130
129,,130
129,,130
129,,130
129,,130
129,,130
130,,130
130,,130
130,,130
130,,130
130,,130
130,,130
130,,130
130,,130
130,,131
130,,131
130,,131
130,,131
130,,131
130,,131
130,,131
130,,131
130,,131
130,,132
131,,132
131,,132
131,,132
132,,132
132,,132
132,,132
132,,132
132,,132
132,,132
132,,132
132,,132
132,,132
132,,132
132,,132
133,,132
134,,132
135,,132
135,,132
135,,132
135,,133
135,,133
135,,133
135,,133
135,,133
136,,133
136,,133
136,,133
136,,133
136,,133
137,,133
137,,133
137,,133
137,,133
137,,133
137,,133
137,,134
137,,134
138,,134
138,,134
138,,135
138,,135
138,,135
138,,135
138,,135
138,,135
138,,136
138,,137
138,,137
138,,137
138,,137
138,,137
138,,137
138,,137
138,,137
139,,137
139,,137
139,,137
139,,137
139,,137
139,,137
140,,137
140,,138
140,,138
141,,138
141,,138
141,,139
141,,139
141,,139
141,,139
141,,139
141,,139
142,,139
142,,139
143,,139
143,,139
143,,140
143,,140
143,,140
144,,140
144,,140
144,,140
144,,140
144,,140
144,,140
145,,140
145,,140
145,,140
145,,140
145,,140
145,,140
145,,140
145,,140
145,,141
145,,141
145,,141
145,,141
145,,141
145,,142
145,,142
145,,143
145,,143
145,,143
145,,143
146,,143
146,,143
146,,143
146,,143
146,,143
146,,144
146,,144
146,,144
146,,144
146,,144
146,,144
146,,144
146,,144
147,,144
147,,144
147,,144
147,,144
147,,144
147,,144
147,,144
147,,145
147,,145
147,,145
147,,145
147,,145
148,,145
148,,145
148,,145
148,,145
148,,145
148,,145
148,,145
148,,145
148,,146
148,,146
148,,146
148,,146
148,,146
148,,146
148,,146
148,,147
148,,147
148,,147
148,,147
148,,147
148,,147
149,,147
149,,147
149,,147
149,,147
150,,147
150,,148
150,,149
150,,149
151,,149
151,,150
151,,150
151,,150
151,,150
151,,150
151,,150
151,,151
151,,151
151,,151
151,,151
151,,152
151,,152
151,,152
151,,152
152,,152
152,,153
152,,153
152,,153
152,,153
152,,153
152,,153
152,,153
152,,153
152,,153
153,,153
153,,153
153,,153
153,,154
153,,154
153,,154
153,,154
153,,154
153,,154
153,,154
153,,154
153,,154
153,,154
154,,154
154,,154
154,,154
154,,154
154,,154
154,,154
154,,154
154,,154
154,,154
155,,154
155,,154
155,,155
155,,155
155,,155
155,,155
155,,155
155,,155
155,,155
155,,155
155,,155
155,,156
155,,156
156,,156
156,,156
156,,156
156,,156
156,,156
156,,156
156,,156
156,,156
156,,156
156,,156
156,,156
156,,156
157,,156
157,,156
157,,157
158,,157
158,,157
158,,157
158,,157
158,,157
158,,157
158,,157
159,,158
159,,158
159,,158
159,,158
159,,158
159,,158
159,,158
159,,159
159,,159
159,,160
160,,160
160,,160
160,,160
160,,160
160,,160
160,,160
160,,160
160,,160
160,,160
160,,160
160,,160
160,,160
160,,160
160,,161
160,,161
160,,161
160,,161
160,,161
161,,161
161,,161
161,,161
161,,161
161,,161
161,,161
162,,161
162,,162
163,,162
163,,162
163,,162
163,,162
163,,162
163,,163
163,,163
163,,163
163,,163
163,,163
163,,163
164,,163
164,,163
164,,163
164,,163
164,,164
164,,164
164,,164
164,,164
164,,164
164,,164
165,,164
165,,164
165,,164
165,,165
165,,165
165,,165
165,,165
165,,165
165,,166
165,,166
165,,166
165,,166
165,,166
165,,166
165,,166
165,,166
165,,166
165,,166
165,,166
165,,166
166,,166
166,,166
166,,167
167,,167
167,,167
167,,167
167,,167
167,,167
167,,167
167,,167
167,,167
167,,167
167,,167
167,,167
167,,167
167,,167
168,,167
168,,167
168,,167
168,,168
168,,168
168,,168
168,,168
168,,168
168,,168
168,,168
168,,168
168,,168
168,,168
168,,168
168,,168
169,,168
169,,168
169,,168
170,,168
170,,168
170,,168
170,,168
170,,169
170,,169
170,,169
170,,169
170,,169
170,,169
170,,169
170,,169
171,,169
171,,169
171,,169
171,,169
171,,169
171,,169
171,,169
171,,169
172,,169
172,,169
172,,169
172,,169
172,,169
172,,169
172,,169
172,,170
172,,170
173,,170
173,,170
173,,170
173,,171
173,,171
173,,171
173,,171
173,,171
173,,171
173,,171
174,,171
174,,171
174,,172
174,,172
174,,172
174,,173
174,,173
174,,173
175,,173
175,,173
175,,173
175,,173
175,,173
175,,173
175,,173
175,,173
175,,173
175,,173
175,,173
175,,173
176,,173
176,,173
176,,173
176,,173
176,,174
176,,174
176,,174
176,,174
176,,174
176,,174
177,,174
177,,174
177,,174
177,,174
177,,174
177,,174
177,,174
177,,174
177,,174
177,,174
177,,174
178,,174
178,,174
178,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
179,,175
180,,175
180,,175
180,,176
180,,176
180,,177
180,,177
180,,177
180,,178
180,,178
180,,178
180,,178
180,,178
180,,178
181,,178
181,,178
181,,178
181,,178
181,,179
182,,179
182,,179
182,,179
182,,180
182,,180
182,,180
182,,180
182,,180
182,,180
182,,180
182,,180
182,,180
182,,180
182,,181
182,,181
182,,181
183,,181
183,,181
183,,181
183,,182
183,,182
183,,182
183,,182
183,,182
183,,182
183,,182
183,,182
183,,182
183,,182
183,,183
183,,183
183,,183
183,,183
183,,183
183,,183
183,,183
184,,183
184,,183
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,184
184,,185
184,,185
184,,185
184,,185
184,,185
185,,185
185,,185
185,,185
185,,186
185,,186
185,,186
185,,186
185,,187
185,,187
185,,187
185,,187
185,,187
185,,187
185,,187
186,,187
186,,187
186,,188
186,,188
186,,188
186,,188
187,,188
187,,188
187,,188
187,,188
187,,188
187,,189
187,,189
187,,189
187,,189
187,,189
188,,189
188,,189
188,,189
188,,189
188,,189
188,,190
189,,190
189,,190
189,,190
189,,190
189,,191
189,,191
189,,191
189,,191
189,,191
189,,191
189,,191
189,,191
189,,191
189,,191
189,,192
190,,192
190,,192
190,,192
190,,192
190,,192
190,,192
190,,192
190,,192
191,,192
191,,192
191,,192
191,,193
191,,193
191,,193
191,,193
192,,193
192,,194
192,,194
192,,194
192,,194
192,,194
192,,195
192,,195
193,,195
193,,195
193,,195
193,,195
193,,195
193,,195
193,,195
193,,195
194,,195
194,,195
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,196
195,,197
195,,197
196,,197
196,,197
196,,197
197,,198
197,,198
197,,198
197,,198
197,,198
197,,198
197,,198
197,,198
198,,198
198,,198
198,,198
198,,198
198,,198
198,,199
198,,199
199,,199
199,,199
199,,199
199,,199
199,,199
199,,199
199,,199
199,,199
199,,199
199,,199
199,,199
199,,199
200,,199
200,,199
200,,200
200,,200
200,,200
200,,200
200,,200
200,,201
200,,201
200,,201
201,,201
201,,201
201,,201
201,,201
201,,201
201,,201
201,,201
201,,201
201,,201
201,,202
202,,202
202,,202
202,,202
202,,202
202,,202
202,,202
202,,202
202,,203
202,,203
202,,203
202,,203
202,,203
202,,203
202,,203
202,,203
203,,203
203,,203
203,,203
203,,203
203,,203
203,,204
204,,204
204,,204
204,,204
204,,204
204,,204
204,,204
204,,204
204,,204
204,,204
204,,205
204,,205
204,,205
204,,205
204,,205
205,,205
205,,205
205,,205
205,,206
205,,206
205,,206
205,,206
206,,206
206,,207
206,,207
206,,208
206,,208
206,,208
206,,208
206,,208
206,,208
206,,208
206,,208
206,,208
206,,208
206,,208
206,,208
206,,208
206,,208
206,,209
206,,209
207,,210
207,,210
207,,210
207,,210
207,,210
207,,210
207,,210
207,,210
207,,210
207,,210
207,,211
207,,211
207,,211
207,,211
207,,211
207,,211
207,,211
207,,211
207,,212
207,,212
208,,212
208,,212
208,,212
208,,212
208,,212
208,,213
208,,213
208,,213
208,,213
208,,213
208,,213
208,,213
208,,213
208,,213
208,,213
208,,213
209,,213
210,,214
210,,214
210,,214
210,,214
210,,214
210,,214
210,,214
210,,214
210,,215
210,,215
210,,215
211,,215
211,,215
211,,215
211,,215
211,,215
211,,215
211,,215
211,,215
211,,216
211,,216
211,,216
211,,216
211,,217
211,,217
212,,217
212,,217
212,,217
212,,217
212,,217
212,,217
212,,217
212,,217
212,,217
212,,217
213,,218
213,,218
213,,218
213,,219
213,,219
214,,220
214,,220
214,,221
214,,221
214,,221
214,,221
214,,221
214,,222
214,,222
214,,222
214,,222
215,,222
216,,222
216,,222
216,,222
217,,222
218,,222
218,,222
218,,222
218,,222
218,,222
218,,223
218,,223
218,,223
218,,223
218,,223
218,,223
218,,223
219,,224
219,,224
219,,224
219,,224
219,,224
219,,224
219,,224
219,,224
219,,224
219,,225
219,,225
219,,225
219,,225
220,,225
220,,225
220,,226
220,,226
220,,226
220,,226
220,,226
221,,226
221,,226
221,,226
221,,226
221,,227
221,,227
222,,227
222,,227
222,,228
222,,228
222,,228
222,,228
222,,228
222,,228
222,,228
222,,228
222,,228
222,,228
222,,228
222,,228
222,,228
222,,229
222,,229
222,,229
222,,229
223,,229
223,,229
223,,229
223,,229
223,,229
223,,229
223,,229
223,,230
223,,230
223,,230
223,,230
223,,230
223,,230
223,,230
223,,230
224,,230
224,,231
224,,231
224,,231
224,,231
224,,231
225,,231
225,,231
225,,231
225,,231
225,,231
225,,231
225,,231
225,,231
225,,231
225,,232
225,,232
225,,232
226,,232
226,,232
226,,232
226,,232
226,,232
226,,232
226,,232
226,,233
226,,233
226,,233
226,,233
226,,233
226,,233
226,,233
226,,233
226,,233
226,,233
226,,233
226,,233
227,,233
228,,233
228,,234
228,,234
228,,234
228,,234
228,,234
228,,234
228,,234
229,,234
229,,234
229,,234
229,,234
229,,234
230,,234
230,,234
231,,234
231,,235
231,,236
231,,237
231,,237
231,,237
231,,237
231,,237
231,,237
231,,237
231,,237
231,,237
231,,237
231,,237
231,,237
232,,238
232,,238
232,,238
232,,238
232,,238
232,,239
232,,239
232,,239
232,,239
232,,239
232,,239
232,,239
232,,239
232,,239
232,,239
232,,239
232,,239
232,,240
232,,240
232,,240
233,,240
233,,240
234,,240
234,,240
234,,240
234,,240
234,,240
234,,240
234,,240
234,,240
234,,240
234,,240
235,,240
235,,240
235,,241
235,,241
235,,241
235,,241
235,,241
235,,241
235,,241
235,,241
236,,241
236,,241
236,,241
236,,241
236,,241
236,,241
236,,241
236,,242
236,,242
236,,242
236,,242
236,,242
236,,242
236,,242
236,,242
237,,243
237,,243
237,,243
237,,243
237,,243
237,,243
237,,244
237,,244
237,,244
237,,244
237,,244
237,,244
238,,244
238,,244
238,,244
238,,244
238,,244
238,,244
238,,244
239,,244
239,,244
239,,244
239,,244
239,,244
239,,244
239,,244
240,,244
240,,244
240,,245
240,,245
240,,245
240,,245
240,,245
241,,246
241,,246
241,,246
241,,246
241,,246
241,,246
241,,246
241,,246
241,,246
241,,246
241,,246
241,,246
241,,246
241,,246
242,,247
242,,247
242,,247
242,,247
242,,247
242,,248
242,,249
243,,249
243,,249
244,,249
244,,249
244,,249
244,,249
244,,249
244,,250
245,,250
245,,250
245,,250
245,,250
245,,250
245,,250
245,,250
245,,250
245,,251
245,,251
245,,251
245,,251
245,,251
245,,252
245,,252
245,,252
245,,252
246,,252
246,,252
246,,252
246,,252
246,,252
246,,252
246,,252
247,,252
247,,252
247,,252
248,,252
248,,252
248,,252
248,,252
248,,252
248,,253
248,,253
249,,253
249,,253
249,,253
249,,253
249,,253
249,,253
249,,253
249,,253
249,,253
249,,253
249,,253
249,,254
249,,254
250,,254
250,,254
250,,254
250,,254
250,,254
250,,254
250,,254
251,,254
251,,254
251,,254
251,,254
251,,254
251,,254
251,,254
252,,254
252,,254
252,,255
252,,255
252,,255
252,,255
252,,255
252,,255
252,,255
252,,255
252,,255
252,,256
252,,256
252,,257
252,,257
252,,257
252,,257
252,,257
253,,258
253,,258
253,,258
253,,258
253,,258
253,,258
253,,258
253,,258
253,,258
253,,258
253,,258
253,,258
254,,258
254,,259
254,,259
254,,259
254,,259
254,,259
254,,259
254,,259
254,,259
254,,259
255,,259
255,,259
255,,259
255,,259
255,,259
255,,259
255,,259
255,,260
255,,260
255,,260
255,,260
255,,260
255,,260
255,,260
255,,260
255,,260
256,,260
256,,260
256,,261
256,,261
256,,261
256,,261
256,,261
256,,261
256,,261
256,,261
256,,261
256,,262
256,,262
256,,262
256,,262
256,,262
257,,262
257,,262
257,,262
257,,262
257,,262
257,,262
257,,262
258,,262
258,,262
258,,262
258,,262
258,,262
258,,263
258,,263
259,,263
259,,263
259,,263
259,,263
260,,263
260,,263
260,,263
260,,263
260,,264
260,,264
260,,264
260,,264
260,,265
260,,265
260,,266
260,,266
261,,266
261,,266
261,,266
261,,266
261,,266
261,,266
261,,266
261,,266
261,,266
262,,266
262,,266
262,,266
262,,266
262,,266
263,,266
263,,267
263,,267
263,,267
263,,267
263,,267
263,,267
263,,267
263,,267
264,,267
264,,267
264,,267
264,,268
264,,268
264,,268
264,,268
264,,268
264,,268
264,,268
264,,268
264,,268
264,,268
264,,268
264,,268
264,,268
264,,268
264,,269
264,,269
265,,269
265,,269
265,,269
265,,270
265,,270
266,,270
267,,270
268,,270
268,,270
269,,270
269,,270
270,,270
270,,270
270,,270
270,,270
271,,270
271,,270
271,,270
271,,271
271,,271
271,,271
271,,271
271,,271
271,,271
271,,272
271,,272
272,,272
272,,272
272,,272
272,,272
272,,273
272,,273
272,,273
272,,273
272,,274
273,,274
273,,274
273,,274
273,,274
273,,275
